Species,sample_start_date,sample_end_date,value,sample_location_info,sample_lat_DD,sample_long_DD
Anopheles quadrimaculatus,7/30/12,7/31/12,5,Rye Rd,27.484586,-82.40161
Anopheles quadrimaculatus,7/30/12,7/31/12,18,Braden Pines,27.43889,-82.43865
Anopheles quadrimaculatus,7/30/12,7/31/12,2,Waterline Rd,27.4894,-82.361667
Anopheles quadrimaculatus,7/30/12,7/31/12,5,Gopher Hill,27.40805,-82.260329
Anopheles quadrimaculatus,7/31/12,8/1/12,8,Prichard Rd.,27.639167,-82.417083
Anopheles quadrimaculatus,7/30/12,7/31/12,7,Thousand Oaks,27.564989,-82.480332
Anopheles quadrimaculatus,7/30/12,7/31/12,61,Keentown,27.570935,-82.137841
Anopheles quadrimaculatus,7/30/12,7/31/12,3,Lloyd Park,27.489937,-82.533814
Anopheles quadrimaculatus,7/30/12,7/31/12,14,Buffalo Creek Ball Park,27.578355,-82.483695
Anopheles quadrimaculatus,7/31/12,8/1/12,51,Grassfarm Rd.,27.627967,-82.496833
Anopheles quadrimaculatus,7/31/12,8/1/12,34,Port,27.640483,-82.552667
Anopheles quadrimaculatus,7/31/12,8/1/12,1,Apple,27.41218,-82.28757
Anopheles quadrimaculatus,8/1/12,8/2/12,1,Fulwood,27.475085,-82.551283
Anopheles quadrimaculatus,8/1/12,8/2/12,6,Parrish/Britt Rd.,27.564967,-82.424886
Anopheles quadrimaculatus,8/2/12,8/3/12,1,Fulwood,27.475085,-82.551283
Anopheles quadrimaculatus,8/6/12,8/7/12,1,French,27.603067,-82.535717
Anopheles quadrimaculatus,8/6/12,8/7/12,22,Frog Creek,27.590917,-82.548
Anopheles quadrimaculatus,8/6/12,8/7/12,5,Palmetto shop,27.533281,-82.565712
Anopheles quadrimaculatus,8/6/12,8/7/12,1,Fulwood,27.475085,-82.551283
Anopheles quadrimaculatus,8/6/12,8/7/12,325,Mote Ranch,27.4197,-82.47982
Anopheles quadrimaculatus,8/6/12,8/7/12,21,Braden Pines,27.43889,-82.43865
Anopheles quadrimaculatus,8/6/12,8/7/12,89,Thousand Oaks,27.564989,-82.480332
Anopheles quadrimaculatus,8/6/12,8/7/12,9,Bunker Hill Church,27.591467,-82.19985
Anopheles quadrimaculatus,8/6/12,8/7/12,57,Keentown,27.570935,-82.137841
Anopheles quadrimaculatus,8/6/12,8/7/12,3,Lloyd Park,27.489937,-82.533814
Anopheles quadrimaculatus,8/7/12,8/8/12,24,French,27.603067,-82.535717
Anopheles quadrimaculatus,8/7/12,8/8/12,41,Grassfarm Rd.,27.627967,-82.496833
Anopheles quadrimaculatus,8/7/12,8/8/12,12,Port,27.640483,-82.552667
Anopheles quadrimaculatus,8/7/12,8/8/12,1,Fulwood,27.475085,-82.551283
Anopheles quadrimaculatus,8/7/12,8/8/12,59,Buffalo Creek Ball Park,27.578355,-82.483695
Anopheles quadrimaculatus,8/8/12,8/9/12,6,Church,27.600978,-82.529357
Anopheles quadrimaculatus,8/8/12,8/9/12,18,French,27.603067,-82.535717
Anopheles quadrimaculatus,8/8/12,8/9/12,11,Parrish,27.57505,-82.419667
Anopheles quadrimaculatus,8/9/12,8/10/12,1,Fulwood,27.475085,-82.551283
Anopheles quadrimaculatus,8/9/12,8/10/12,5,Parrish,27.57505,-82.419667
Anopheles quadrimaculatus,8/9/12,8/10/12,3,Parrish/Britt Rd.,27.564967,-82.424886
Anopheles quadrimaculatus,8/13/12,8/14/12,9,Fielding,27.529167,-82.588117
Anopheles quadrimaculatus,8/13/12,8/14/12,3,Palmetto shop,27.533281,-82.565712
Anopheles quadrimaculatus,8/13/12,8/14/12,8,Orbans,27.50312,-82.65739
Anopheles quadrimaculatus,8/13/12,8/14/12,1,Manatee HS,27.48887,-82.59214
Anopheles quadrimaculatus,8/13/12,8/14/12,1,Fulwood,27.475085,-82.551283
Anopheles quadrimaculatus,8/13/12,8/14/12,6,Palm-Aire,27.406663,-82.504054
Anopheles quadrimaculatus,8/13/12,8/14/12,12,Magnolia Manor,27.481256,-82.48042
Anopheles quadrimaculatus,8/13/12,8/14/12,6,Rye Rd,27.484586,-82.40161
Anopheles quadrimaculatus,8/13/12,8/14/12,104,Braden Pines,27.43889,-82.43865
Anopheles quadrimaculatus,8/13/12,8/14/12,11,Upper Manatee,27.51261,-82.4319
Anopheles quadrimaculatus,8/13/12,8/14/12,1,Waterline Rd,27.4894,-82.361667
Anopheles quadrimaculatus,8/13/12,8/14/12,20,Wauchula Rd.,27.426958,-82.133258
Anopheles quadrimaculatus,8/13/12,8/14/12,56,Thousand Oaks,27.564989,-82.480332
Anopheles quadrimaculatus,8/13/12,8/14/12,53,Parrish,27.57484,-82.419638
Anopheles quadrimaculatus,8/13/12,8/14/12,7,Parrish/Britt Rd.,27.564967,-82.424886
Anopheles quadrimaculatus,8/13/12,8/14/12,15,Palmetto Ball Park,27.531,-82.58235
Anopheles quadrimaculatus,8/13/12,8/14/12,1,Lloyd Park,27.489937,-82.533814
Anopheles quadrimaculatus,8/13/12,8/14/12,30,Buffalo Creek Ball Park,27.578355,-82.483695
Anopheles quadrimaculatus,8/14/12,8/15/12,21,Chapman Rd.,27.616367,-82.5353
Anopheles quadrimaculatus,8/14/12,8/15/12,4,Church,27.600978,-82.529357
Anopheles quadrimaculatus,8/14/12,8/15/12,41,French,27.603067,-82.535717
Anopheles quadrimaculatus,8/14/12,8/15/12,26,Frog Creek,27.590917,-82.548
Anopheles quadrimaculatus,8/14/12,8/15/12,207,Grassfarm Rd.,27.627967,-82.496833
Anopheles quadrimaculatus,8/14/12,8/15/12,13,Waterline Rd,27.4894,-82.361667
Anopheles quadrimaculatus,8/15/12,8/16/12,21,Chapman Rd.,27.616367,-82.5353
Anopheles quadrimaculatus,8/15/12,8/16/12,26,Church,27.600978,-82.529357
Anopheles quadrimaculatus,8/15/12,8/16/12,38,French,27.603067,-82.535717
Anopheles quadrimaculatus,8/15/12,8/16/12,4,Waterline Rd,27.4894,-82.361667
Anopheles quadrimaculatus,8/15/12,8/16/12,6,Parrish/Britt Rd.,27.564967,-82.424886
Anopheles quadrimaculatus,8/16/12,8/17/12,5,Church,27.600978,-82.529357
Anopheles quadrimaculatus,8/16/12,8/17/12,11,French,27.603067,-82.535717
Anopheles quadrimaculatus,8/16/12,8/17/12,20,Frog Creek,27.590917,-82.548
Anopheles quadrimaculatus,8/16/12,8/17/12,204,Grassfarm Rd.,27.627967,-82.496833
Anopheles quadrimaculatus,8/16/12,8/17/12,20,Parrish,27.57505,-82.419667
Anopheles quadrimaculatus,8/16/12,8/17/12,24,Parrish/Britt Rd.,27.564967,-82.424886
Anopheles quadrimaculatus,8/20/12,8/21/12,46,Grassfarm Rd.,27.627967,-82.496833
Anopheles quadrimaculatus,8/20/12,8/21/12,2,Fielding,27.529167,-82.588117
Anopheles quadrimaculatus,8/20/12,8/21/12,3,Palmetto shop,27.533281,-82.565712
Anopheles quadrimaculatus,8/20/12,8/21/12,1,Orbans,27.50312,-82.65739
Anopheles quadrimaculatus,8/20/12,8/21/12,1,Palm-Aire,27.406663,-82.504054
Anopheles quadrimaculatus,8/20/12,8/21/12,13,Mote Ranch,27.4197,-82.47982
Anopheles quadrimaculatus,8/20/12,8/21/12,5,Lakewood Ranch,27.419517,-82.4262
Anopheles quadrimaculatus,8/20/12,8/21/12,13,Rye Rd,27.484586,-82.40161
Anopheles quadrimaculatus,8/20/12,8/21/12,15,Mossy Hammock,27.286571,-82.23038
Anopheles quadrimaculatus,8/20/12,8/21/12,16,Thousand Oaks,27.564989,-82.480332
Anopheles quadrimaculatus,8/20/12,8/21/12,8,Parrish,27.57505,-82.419667
Anopheles quadrimaculatus,8/20/12,8/21/12,25,Parrish,27.57484,-82.419638
Anopheles quadrimaculatus,8/20/12,8/21/12,104,Keentown,27.570935,-82.137841
Anopheles quadrimaculatus,8/20/12,8/21/12,66,Lakewood Ranch HS,27.44242,-82.43578
Anopheles quadrimaculatus,8/21/12,8/22/12,97,French,27.603067,-82.535717
Anopheles quadrimaculatus,8/21/12,8/22/12,308,Grassfarm Rd.,27.627967,-82.496833
Anopheles quadrimaculatus,8/22/12,8/23/12,51,Chapman Rd.,27.616367,-82.5353
Anopheles quadrimaculatus,8/22/12,8/23/12,48,French,27.603067,-82.535717
Anopheles quadrimaculatus,8/22/12,8/23/12,50,Grassfarm Rd.,27.627967,-82.496833
Anopheles quadrimaculatus,8/22/12,8/23/12,2,Fulwood,27.475085,-82.551283
Anopheles quadrimaculatus,8/22/12,8/23/12,25,Buffalo Creek Ball Park,27.578355,-82.483695
Anopheles quadrimaculatus,8/22/12,8/23/12,22,Parrish,27.57484,-82.419638
Anopheles quadrimaculatus,8/28/12,8/29/12,14,French,27.603067,-82.535717
Anopheles quadrimaculatus,8/28/12,8/29/12,1,Palmetto shop,27.533281,-82.565712
Anopheles quadrimaculatus,8/28/12,8/29/12,1,Palm-Aire,27.406663,-82.504054
Anopheles quadrimaculatus,8/28/12,8/29/12,10,Mote Ranch,27.4197,-82.47982
Anopheles quadrimaculatus,8/28/12,8/29/12,9,Braden Pines,27.43889,-82.43865
Anopheles quadrimaculatus,8/28/12,8/29/12,4,Upper Manatee,27.51261,-82.4319
Anopheles quadrimaculatus,8/28/12,8/29/12,3,Thousand Oaks,27.564989,-82.480332
Anopheles quadrimaculatus,8/28/12,8/29/12,11,Buffalo Creek Ball Park,27.578355,-82.483695
Anopheles quadrimaculatus,8/29/12,8/30/12,61,Grassfarm Rd.,27.627967,-82.496833
Anopheles quadrimaculatus,8/29/12,8/30/12,4,Parrish/Britt Rd.,27.564967,-82.424886
Anopheles quadrimaculatus,9/4/12,9/5/12,29,French,27.603067,-82.535717
Anopheles quadrimaculatus,9/4/12,9/5/12,8,Frog Creek,27.590917,-82.548
Anopheles quadrimaculatus,9/4/12,9/5/12,38,Grassfarm Rd.,27.627967,-82.496833
Anopheles quadrimaculatus,9/4/12,9/5/12,2,Fielding,27.529167,-82.588117
Anopheles quadrimaculatus,9/4/12,9/5/12,1,Palmetto shop,27.533281,-82.565712
Anopheles quadrimaculatus,9/4/12,9/5/12,3,Bolleteries Soccer field,27.447151,-82.62052
Anopheles quadrimaculatus,9/4/12,9/5/12,1,Manatee HS,27.48887,-82.59214
Anopheles quadrimaculatus,9/4/12,9/5/12,2,Palm-Aire,27.406663,-82.504054
Anopheles quadrimaculatus,9/4/12,9/5/12,2,Tallevast,27.4266,-82.52471
Anopheles quadrimaculatus,9/4/12,9/5/12,2,Lakewood Ranch,27.419517,-82.4262
Anopheles quadrimaculatus,9/4/12,9/5/12,5,Parrish,27.57505,-82.419667
Anopheles quadrimaculatus,9/4/12,9/5/12,169,Bradley Rd.,27.60315,-82.098133
Anopheles quadrimaculatus,9/4/12,9/5/12,52,Carlton Rd.,27.613375,-82.123478
Anopheles quadrimaculatus,9/4/12,9/5/12,7,Keentown,27.570935,-82.137841
Anopheles quadrimaculatus,9/4/12,9/5/12,3,Palmetto Ball Park,27.531,-82.58235
Anopheles quadrimaculatus,9/4/12,9/5/12,1,Colonial Baptist Church,27.475697,-82.613417
Anopheles quadrimaculatus,9/4/12,9/5/12,3,Lloyd Park,27.489937,-82.533814
Anopheles quadrimaculatus,9/5/12,9/6/12,14,French,27.603067,-82.535717
Anopheles quadrimaculatus,9/5/12,9/6/12,8,Parrish,27.57505,-82.419667
Anopheles quadrimaculatus,9/5/12,9/6/12,3,Parrish/Britt Rd.,27.564967,-82.424886
Anopheles quadrimaculatus,9/6/12,9/7/12,2,Singletary Rd,27.34712,-82.243525
Anopheles quadrimaculatus,9/6/12,9/7/12,34,Chapman Rd.,27.616367,-82.5353
Anopheles quadrimaculatus,9/6/12,9/7/12,4,Church,27.600978,-82.529357
Anopheles quadrimaculatus,9/6/12,9/7/12,17,French,27.603067,-82.535717
Anopheles quadrimaculatus,9/6/12,9/7/12,8,Parrish,27.57505,-82.419667
Anopheles quadrimaculatus,9/6/12,9/7/12,3,Parrish/Britt Rd.,27.564967,-82.424886
Anopheles quadrimaculatus,9/10/12,9/11/12,6,Highland Shores,27.516317,-82.537735
Anopheles quadrimaculatus,9/10/12,9/11/12,1,Orbans,27.50312,-82.65739
Anopheles quadrimaculatus,9/10/12,9/11/12,2,Palm-Aire,27.406663,-82.504054
Anopheles quadrimaculatus,9/10/12,9/11/12,11,Mote Ranch,27.4197,-82.47982
Anopheles quadrimaculatus,9/10/12,9/11/12,1,Rye Rd,27.484586,-82.40161
Anopheles quadrimaculatus,9/10/12,9/11/12,1,Upper Manatee,27.51261,-82.4319
Anopheles quadrimaculatus,9/10/12,9/11/12,18,Thousand Oaks,27.564989,-82.480332
Anopheles quadrimaculatus,9/10/12,9/11/12,9,Parrish,27.57505,-82.419667
Anopheles quadrimaculatus,9/10/12,9/11/12,13,Bradley Rd.,27.60315,-82.098133
Anopheles quadrimaculatus,9/10/12,9/11/12,262,Carlton Rd.,27.613375,-82.123478
Anopheles quadrimaculatus,9/11/12,9/12/12,20,French,27.603067,-82.535717
Anopheles quadrimaculatus,9/11/12,9/12/12,3,Frog Creek,27.590917,-82.548
Anopheles quadrimaculatus,9/11/12,9/12/12,129,Grassfarm Rd.,27.627967,-82.496833
Anopheles quadrimaculatus,9/11/12,9/12/12,9,Port,27.640483,-82.552667
Anopheles quadrimaculatus,9/11/12,9/12/12,1,Parrish,27.57484,-82.419638
Anopheles quadrimaculatus,9/11/12,9/12/12,3,Parrish/Britt Rd.,27.564967,-82.424886
Anopheles quadrimaculatus,9/12/12,9/13/12,15,Singletary Rd,27.34712,-82.243525
Anopheles quadrimaculatus,9/12/12,9/13/12,7,Church,27.600978,-82.529357
Anopheles quadrimaculatus,9/12/12,9/13/12,17,French,27.603067,-82.535717
Anopheles quadrimaculatus,9/12/12,9/13/12,39,Grassfarm Rd.,27.627967,-82.496833
Anopheles quadrimaculatus,9/12/12,9/13/12,7,Port,27.640483,-82.552667
Anopheles quadrimaculatus,9/12/12,9/13/12,2,Parrish,27.57505,-82.419667
Anopheles quadrimaculatus,9/12/12,9/13/12,2,Parrish,27.57484,-82.419638
Anopheles quadrimaculatus,9/12/12,9/13/12,7,Parrish/Britt Rd.,27.564967,-82.424886
Anopheles quadrimaculatus,9/13/12,9/14/12,83,Chapman Rd.,27.616367,-82.5353
Anopheles quadrimaculatus,9/13/12,9/14/12,22,French,27.603067,-82.535717
Anopheles quadrimaculatus,9/13/12,9/14/12,8,Frog Creek,27.590917,-82.548
Anopheles quadrimaculatus,9/13/12,9/14/12,13,Grassfarm Rd.,27.627967,-82.496833
Anopheles quadrimaculatus,9/13/12,9/14/12,7,Port,27.640483,-82.552667
Anopheles quadrimaculatus,9/13/12,9/14/12,27,Buffalo Creek Ball Park,27.578355,-82.483695
Anopheles quadrimaculatus,9/13/12,9/14/12,3,Parrish,27.57505,-82.419667
Anopheles quadrimaculatus,9/13/12,9/14/12,2,Parrish/Britt Rd.,27.564967,-82.424886
Anopheles quadrimaculatus,9/17/12,9/18/12,31,Chapman Rd.,27.616367,-82.5353
Anopheles quadrimaculatus,9/17/12,9/18/12,3,Church,27.600978,-82.529357
Anopheles quadrimaculatus,9/17/12,9/18/12,8,French,27.603067,-82.535717
Anopheles quadrimaculatus,9/17/12,9/18/12,13,Frog Creek,27.590917,-82.548
Anopheles quadrimaculatus,9/17/12,9/18/12,2,Fielding,27.529167,-82.588117
Anopheles quadrimaculatus,9/17/12,9/18/12,11,Carrs,27.554018,-82.545481
Anopheles quadrimaculatus,9/17/12,9/18/12,4,Palmetto shop,27.533281,-82.565712
Anopheles quadrimaculatus,9/17/12,9/18/12,1,Palm-Aire,27.406663,-82.504054
Anopheles quadrimaculatus,9/17/12,9/18/12,10,Braden Pines,27.43889,-82.43865
Anopheles quadrimaculatus,9/17/12,9/18/12,1,Upper Manatee,27.51261,-82.4319
Anopheles quadrimaculatus,9/17/12,9/18/12,23,Race Track,27.474551,-82.324001
Anopheles quadrimaculatus,9/17/12,9/18/12,7,Thousand Oaks,27.564989,-82.480332
Anopheles quadrimaculatus,9/17/12,9/18/12,27,Parrish,27.57505,-82.419667
Anopheles quadrimaculatus,9/17/12,9/18/12,4,Parrish,27.57484,-82.419638
Anopheles quadrimaculatus,9/17/12,9/18/12,6,Parrish/Britt Rd.,27.564967,-82.424886
Anopheles quadrimaculatus,9/17/12,9/18/12,2,Braden River Park,27.44893,-82.498664
Anopheles quadrimaculatus,9/17/12,9/18/12,11,Lakewood Ranch HS,27.44242,-82.43578
Anopheles quadrimaculatus,9/19/12,9/20/12,12,Parrish,27.57484,-82.419638
Anopheles quadrimaculatus,9/20/12,9/21/12,4,South 675,27.40779,-82.304
Anopheles quadrimaculatus,9/20/12,9/21/12,10,Church,27.600978,-82.529357
Anopheles quadrimaculatus,9/20/12,9/21/12,14,French,27.603067,-82.535717
Anopheles quadrimaculatus,9/20/12,9/21/12,26,Frog Creek,27.590917,-82.548
Anopheles quadrimaculatus,9/20/12,9/21/12,87,Grassfarm Rd.,27.627967,-82.496833
Anopheles quadrimaculatus,9/20/12,9/21/12,51,Port,27.640483,-82.552667
Anopheles quadrimaculatus,9/20/12,9/21/12,19,Parrish,27.57505,-82.419667
Anopheles quadrimaculatus,9/20/12,9/21/12,1,Parrish/Britt Rd.,27.564967,-82.424886
Anopheles quadrimaculatus,9/24/12,9/25/12,3,Church,27.600978,-82.529357
Anopheles quadrimaculatus,9/24/12,9/25/12,7,Frog Creek,27.590917,-82.548
Anopheles quadrimaculatus,9/24/12,9/25/12,41,Grassfarm Rd.,27.627967,-82.496833
Anopheles quadrimaculatus,9/24/12,9/25/12,5,Fielding,27.529167,-82.588117
Anopheles quadrimaculatus,9/24/12,9/25/12,2,Manatee HS,27.48887,-82.59214
Anopheles quadrimaculatus,9/24/12,9/25/12,1,Samoset,27.46947,-82.52402
Anopheles quadrimaculatus,9/24/12,9/25/12,1,Palm-Aire,27.406663,-82.504054
Anopheles quadrimaculatus,9/24/12,9/25/12,3,Mote Ranch,27.4197,-82.47982
Anopheles quadrimaculatus,9/24/12,9/25/12,5,Tallevast,27.4266,-82.52471
